text,generated
"As life goes on do I think its going to help me improve what Im doing right now or is it going to drop me and destroy me for life. Why is it better asking someone about the decision is because they could tell you either the desicison is good or they could tell you that don't do it and try to find a better idea. Thats why you should ask someone else who is already doing that particular thing from before or ask someone who could give you an personal opinion/advice that would actually make you think if making this life decision is worth it or not.

When buying something big that will have a effect on my life i would have think about my budget and how am I going to afford this project without having any issues. They probably think better than me or in some way where we both agree on the same fact to achieve the business or investment in a better way. To achieve my business i would have to ask someone for a advice who is already doing something similar to that. When asking others for advice I would have to think about how they're going to respond and what they're going to say. This is why budget is also a very big thing when it comes to making life decisions is because I would have to pay that amount in order to have my business or investment stand out out the people around me.

Why would I have to ask someone to achieve my investment or business. Its because someone else has a different mind set than you yourself. When making a life decision you have to think about the importance, how much it would cost me or whats the overall budget, and how its going to help me achieve in life.

When making life decisions it really matters on how its important to you or how its going to effect you in life. So the mains things you need is how important the investment or business is to me, How high or low my budget is, and what will I have to do to achieve this business/investment. They'll give me the best advice or opinion even how big or little the investment/business is.. As Im asking for the opinion or the advice i would have to think how or what Im going to do to improve that decision. So to do that I would ask someone for advice who is already doing that business or investment. Thats why when making a life decision you should think about what things and what mind set you need to proceed with your investment or business. For all these reasons you should always ask a person about their advice or opinion even though I might not listen to it but it doesn't hurt to ask. Why would I ask others for advice when I have brain and thats because they're going to have a different mind set from me. When making life decisions it also depends on how you're looking at that particular thing/object. What hard work or thinking of mine or someone else's would have to go in that play to achieve the decision. When making life decisions it is good to ask someone for help then making the desicison yourself. This is why you should ask someone else for a advice or a opinion than going in alone in such a big decision that could impact your life in less than some days.

In conclusion to making life decisions it is a good idea to ask someone else for a advice than making the move alone. As I would be achieving the decision I would have to see how Im being affected with it and how much pressure its putting on me",0
"Last example, that the older student and the young student can help each other out to come up with an ideas so other student can help out to try and make the a bigger program. For example, the young students could get some advice from the older ones because they ready took the program or the Sol before so can help them understand what their are trying to do. Some schools have a program that older student and the young ones that could help one another. Another example,the older student be in the program to help a younger to try and make something easy to him.. For example, if they don't understand they could ask one of the student to get help of understanding. Another example, would be that the older ones can learn new things from the young student to see what is different from the past and preisant. Some school do not have program but they should so others student can get to now each other and even have ideas that can help others.

Secondly, student form lower grade to higher grade level should be a in the program to learn stuff new",0
"That can be a bad idea to choose a career at a young age because you can choose a career you know nothing about, which means once you learn the job you might not even like it as much as when you first chose it. Committing to a job at a Young age is bad and good idea, why you may ask? Well at a young age you might have a fantacy and a very huge immagination well at least i did, as a kid this could help because if you commit to a career at young age. Now i know i want to travel the world and be a Photographer and learned to speak up for myself and it helped me to communicate with my dad and be straight forward with him there for kids are confused at a young age.

Reasons why commiting to a career at a young age is a good idea.  . It'll make the job easier, funnier and more comftorable.

""In some societies, students are expectected to identify a career by the time they enter high school."" Personally i think Choosing a career at a young age is a bad idea, because like i said it is a proven fact that your brain isn't fully developed at a young age. May aslo be a bad idea because when you get older you learn to hate things you enjoyed as a kid and it would just leave you with a career you cant enjoy as much as you use too. There for you wouldn't be worried and freaking out about what career you are going to do after school you would already be prepared mentally and physically.

As a kid you enjoy whatever your parents are doing, so you would obviously choose a career to be with your parents and thats a good thing as a kid. For example when i was a kid i enjoyed to play Football i always thought i would do it until i died. Your brain also isn't fully developed until you're older it is a proven fact.

Having a fantacy and a very great immagination is good because it can motivate you to choose a good carreer which you would obviosly enjoy in the future. This can also be a terrible idea because at that a young age you don't really know what you want as a career, you just go with what ever your parents or the person you look up to does and as you get older you relize you were not really into that career. When kids are young they like what others like its just how society makes you think, as you get older you become wiser and realize thats not what you actually want to do. As i got older i began to hate it, because it wasn't really what i wanted to do it was what my dad wanted me to do which i enjoyed because it made him happy. When you're older you'll be an expert and know the job by memory. Having to commit to a career at a young age can save you time in the future, when you have graduated you would automatically have a option and know what job you are going to do. There for you should not choose a career when you are in high school and just enjoy your school year's once you graduate you'll regret it and wish you had just relaxed but that does not mean you should'nt plan for upcoming careers you should have more than one option, prepared for after you graduate. The more you get older the more you know about the job so you'll be a wealthy man getting paid good by the time you are twenty five. For example let's say Your father could be working as a construction worker and because he does it you might chose your career to be a construction worker",0
"I'm going to take position on myself to spoken in this introduction, things did i most enjoy in high school is having the opportunity to study here in the United State. one of the things did I'm thinking about what I going to do after school is going directly at collage don't lust the time did I win. And also learn a new language I'm so thanks full for all those opportunities.

All of the things did happen on my life was not easy, and also I remember when my cousin speak English like a normal language and he also came from where came from and i remember did i said i want to spoke like you i was so impressed and how he can speak English like a normal person here in the U.S, because in that time I did not any English at all. When was my time to get in high school begin all this things did i was want for a long time. In high school to ca be graduate and learn how the new life is in here, and learn a lot of things to adapted or to fit to the new language and the new people what did I say new here is another world, new people new language that is why I'm here, I came from to my native country. first day I was so nerviest but at the same time exerted because I came in with my mind in what I'm want and what I love was and is learn English and spoke like normal.

Generic_School give the opportunity at the students graduate on three years, except at the normal traditional four, let me tell you why I take three years except at the normal four cause my age I'm almost getting on (21) at the date to graduate for example, if I'm taking the four years of high school when the people have more then 21, they kicking you off the school

I thing was I good idea taking just the three years to can be graduate on time.

In addition all what has to happen to can be graduate is taking all of the classes did I need it to get the credits. Was the perfect idea graduate in three years that helps me in everything I'm agree wit that program and idea of the district. making or taking classes on summer school maybe night school to graduate on time is hard process to graduate in three year but helps a lot to the people who work after school or another thing that probably they has to do, to graduate without credits missing. Generic_Name writing SOL day

10/23/2019

prompt: School program

""Life in high school"". And here I am in my last year of high school I'm a senior I feel good can be say this is my last year here and all this help me for the program what they made for us to graduate in three years that helps me at all.

In conclusion; I enjoy the must time in high school I know was and is a big way to run was not easy but also no difficult when we want just put in your mind what you want and if you want you can this is my lemma don't give up at the last moment we can cause if you want you can nothing is impossible in this life don't lust the time because the time is like gold I know all this no to much relate about the prompt but I'm know did I doing well believe in yourself. To learn English and speak like a normal person like I speak Spanish, speak bout same without of problems. thanks was hard.",0
"its when we are learning to be focus and making sure next time to be success and whatever we did wrong.

In fact, sometimes it's hard to when we have had failures a fewers times, because we do not want to commit mistakes, but i think that is a beneficial for most of the people. As a matter of fact,

when we are setting goals to our life's and we can't get that goal it's because we are doing something wrong and we don't even realize what's wrong with it. Because the most mistakes we have and at the same time we overcome to have more experience in life. second of all, my suggestions are that to be a positive person, and determinate, smart, and wise person it make us a better person in success.

In conclusion, some people believes that having failures is how we are success in life and others don't think that way. Actually, when people cling to themselves isn't good for their goals in lifes.

However, I believe that making failures is how we move on to succe ss in life and is more beneficial to our life's. Also I believe that fixing problems is a good way to be success in life. Othes believes that is if we are determinated person and having positives thoughts without limitations. Actually, successing in life with failures is more baneficial to our life's, because we learn how to believes on us, and we may have a life without doubts.

As a result, if we are the kind of person who doesn't makes any mistakes and realizing to success. Some others people realized right before they are committing the mistake and they are just avoiding them. Sometimes most of the people have goals to achieve in their life's. i think that we wouldn't know what are we doing wrong to be determinated person. Some people believes that making mistakes is how peoples move on to success. I think that those are my thoughts to be a better person in successful. Although some say, successing in life without failures, our lifes wouldn't make sense, because we would not learn how to be success in our life's. However i do believe so that to be a success person, we have to fail a fewers times, because it's really important to me to be a determinate person. Otherwise i can tell the 80% of the people belives that making failures is how we learn to success and we become a civilized person. and by the way, I'm totally agree that we have to fail first to be a success person.. Also most of the people wouldn't have knowlwdge to succes in their lifes. First of all, when we fix what we did wrong",0
"Leaning and teaching face to face is always easier than online. So in the bottom line. Nobody wants to get up early and go to school or work when the sun hasn't even risen and frezzing weather outside. But winter is the worst time of the year for students. That goes on days after days. They can stay home and attend classes online. The sun rises later than usually and sets earlier. Sometimes they might want to work more, but school is 5 days a week, they have to do homework every night even on weekends. That might a good idea for some students but not all. Plus, you can meet new friends, socialize and participate in sports or any activities at school. You could ask the teachers directly if you don't understand, and I think the teachers would be teaching and explaining in a better way face to face. They work part time to help their parents pay for their phone bills, cars or something else. That might not be a big problem in summer or spring. Cut the students some slack on some Fridays. Staying at home and study is still better than waking up and getting ready early in the morning to go to school. What matters is that the students find their best ways to learn and relieve stress. Today, many High Schoolers from the age of 15 to 18 have jobs. Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing.          . I think it's better to combine both ways. They get out at 9 or 10 depends on where they work, go home and do their homework, then go to bed probably late, and have to get up early the next morning. Of course they want to wrap around in their blankets and sleep in. The students can attend school everyday, except for snow days. Or only apply on seniors. Attending clases online or directly at school don't matter. But in the other hand, attending to school directly is better for some students. Because it's their last year and they have lots of work to do. So I think attending classes online or video conferencing help lots of students who have jobs. Many students can get stressed out easily. They can take classes online since they can't make it to school. It gets really cold and there is frozen ice on streets. But in my opinion. Going to work after school is very overwhelming",0
"Mr Ralph waldo Emrson, is traing to explain to us what is good to make. It is really good when you are thinking and just thinking tomaking somting new thing then you will be product for your future. Should the aouthor Ralph Waldo Emerson, is righ what he was wrote.?

If you already learn something new and you want to tray again make sure to try and make little of different because is not really good idea alway making the same thing in your life.

Alway keeping ahead and don't look back to the passed. whatever you just got leaned don't mean that you only have to wrote only that. when you can lean show and making new thing . I agree what Mr. We getting to remember makin a new thing is alway important. Acording to Mr, ralph Waldo Emerson wrote . You will never grow up if you try to making only the sme thing beyond that you just got ready leaned. Ralph Waldo Emerson just said. whatever you already learned don't have to reapead again and again only that.

Because you is not learning new thing you will not get progreesiible for you future when you going grow up.                                                                                                                                                                                                                                                                                           . If you already was mastered don't has to go at the passed and only wrote alway the same thing in your present.

In conclution, It is important keeping at from and don't only try to make something beyend that you already get done .Is good use what you having ready learned, but you should go and trying new thing. If you already was mastered we can not just put only that when we can learn something new in our life.

First of all,it is important to remember what you already learn, but is not just alway traing to make only the same thing that you ready was mastered belond and yu want to make againg. Also you will get to open your brain assun u look and go ahead.

Secondly, I am disagree to try the same thing that you already get learned in the passed in your life",0
"I have friend his name is Generic_Name and I want to tell you something about him he is the most irresponsible student I have ever seen, but when it comes to a group work he is getting his job always done because he doesn't want his group lose the competition or simply fail the project. In my computer science class we usually work with groups so there is this guy that thinks he knows more than some of us and for that reason he didn't work with us, so we solved the problem the way that no one in our class has solved the problem this way and the teacher gave us extra points for being the creative group of the class, and the smart guy that I mentioned before couldn't solve that problem. This is way I don't like to underestimate my teammates or classmates I know that together we can be smarter, faster, and even

If the problem seems unsolvable together we can do it.

In conclusion, working with a group is enjoyable, make you fulfill your obligations, and makes it easy for students to solve any kind of tasks. For example, I have a friend who didn't like to work with anyone or even talk in his classroom,,, one day his teacher put him with group of students after working with them he finally made a new friends and the work that teacher was giving them was much more enjoyable with mates. For that reason I think this is a great way of learning, communicating and building friendship with people around us.

Also group work makes us more responsible. The benefits of working in the group or working alone. This made my vision clear that working with others makes people more responsible.

Some say working with a group distracts them from the task, but I will disagree with them because I believe, that working in the group helps you find the creative way of solving the problems. When I was in the fifth grader I went to the camp over summer the first day they made us do a project with a group to earn the title of the best group. Finally, students are not going to be stressed about the problem and will complete the task with higher quality.. Working in the group is more beneficial rather than working alone to work in the group is fun, makes me be more responsible and it is also the easier and creative way of finding solutions for the problem.

First of all, working in the group is fun",0
"I believe that self-esteem comes from achievement because the more a student work hard, the more achievements he/she get so when they receive more awards and/or achievements, it makes them to proud of their selves and build true self-esteem.

There are so much students who works hard, complete their work on time and also have a part time job after school, but they don't know how to build their true self-esteem so what they need to work is that they must be self confident because they can't build their self-esteem unless they're self confident.

Also, there are much more students who go to school and don't have a job or anything after school or during weekend and they're self confident, but don't know how to build their self-esteem.

So, students should try their best to receive achievements because it encourages and/or makes them to build their self-esteem.

Self-esteem is something that students can build it by theirsleves if they work hard, be punctual at school and have a checklist or a plan for what they should do first as a calender.

Students aren't working hard nowadays I have no idea that it's because technology makes them lazy or they don't want to plus they're not trying to achieve something at school.

I'm sick and tired of seeing these kind of students because if they just open their school backpack and at least study for two hours at home, they will receive a lot of achievements at school so that's how they can achieve their goals.

So, when it comes to build their true self-esteem, they need to work on achievements and become self confident first and then best version of their selves.

Teachers also have a role in this issue because I think students spend more time with their teacher compare to their parents in a week.

I don't mean teachers discuss with them to build either their self-esteem or self confidence unless the student is smart and curious to ask his/her teachers and peers about becoming like a person who has self confidence and already built his/her self-esteem.

But, at least they show students the right way to get achievements or achieve their goals so that would be enough, and students will start thinking about how to get achievements and then they'll probably start working on their self confidence and self-esteem.

In addition, when I came to the united states it was 2017, I didn't know any English and I didn't have any friends at school so everybody knows how hard it is to go to school and can not speak with anyone or don't have friends plus I was a shy guy.

When somebody was trying to talk to me, my face was becoming red and start blushing so it's all because I didn't have self confidence.

So, I am still trying my very best to learn the language and make some friends at school so I can play or do my work with them together.

That being said, now I can speak, write and read very well and I became so much more confidence, best version of myself, have a lot of friends, and so happy to attend school.

Overall, being self confident and working hard for achievements are like a key for building students self-esteem which comes from achievements.

Students should focus at school or wherever else they study so they get achievements which helps them to build their self-esteem.

Students also should be encouraged by their parents to build their self-esteem as well as by their selves unless they're self confident in life.                                                                            ",0
"It helped me came along this far where I didn't need it anymore. Students can do something else later instead of homework, and it helps them avoid of getting a late work. I made my first friend in 5th grade and his name was Etka, we were both at the program but he knew a lot more English than me so he also helped me improve my communication skills along the way.

I think that after school homework clubs are good for students because students can finish it early with the help of one another and the teacher. Students can help the ones that are having a difficult time of doing their homework, they can also finish their work easily. I was scared to talk to people because I thought that they would make fun of me because I didn't know how to talk, but I was wrong. The most important thing about this club is that it improves your learning skills and your communication skills.. For example, when I stayed after school for my English teacher to do work, I realized that I finished most of my work because I was focused and I asked the teacher multiple times to help me with some of the work. Homework clubs are good for students because they can finish it early, they can help each other, and it improves their learning skills.

First, students finish early. It improves their collaboration, and it improves their communication skills, and it can improve their skills on every subject. Homework Clubs

Imagine getting all of your work completed easily and correct! A homework club are for students that is having a difficult time of getting their work done, they can also do their work together as a class. So I suggest that students should do homework clubs to get their work done.

Third, It improves their learning skills. For example, when I was in 4th grade, I didn't know a single word in English so I was in this program called, English and Second Language, where they taught me new words everyday until I started talking English in class and to other students. I really didn't like doing homework but I learned something from it so I started doing my work since I was grounded.

Second, students can help each other. It helped me bring my grades up from a failing to a passing. For example, back in 7th grade, I didn't really do my homework and I knew that I didn't make the right choice so the consequences were having a bad grade, and being grounded for a long amount of time",0
"If we abandoned the phones they would still not follow direction so why even try to abandoned them, that's why I say we should allow the school to have phones out in there free time and if they catch us with the phones they should not take them away. Including our music we would like to here it only when we are taking a test or we are doing an assignment quite and that you wont bother any people. They should just say can you please put your phone away.. I think we should have phones in school only when we have free time on our own and when we are in class we should finish our assignment first and that's when we should have phones out",0
"Because since SOL's are like right around the corner I've been singing to just get my mind off everything that's stressful. So we had another one then I won.

Singing has been helping me relieve my stress a lot lately. This one time we did a singing contest that went on for hours and it turned out to be a tie. We'll do singing contests. I sing whenever I'm sad and then I choose a song and I'll sing to the song I chose and it'll make me happy.

Me and my best friend play around a lot and when we do we'll start singing but in a fun way. I also felt very happy to sing, after singing I was energetic.

In conclusion,

I think that singing is very fun and helpful and it can also get your mind off anything that bothers you.. Something I'd like to accomplish in the future would be to practice my singing because it makes me happy, it can turn into fun and games with your friends, it helps relieve my stress, and you can freestyle when you sing. Once I'm done singing a song I'll have the urge to sing more because I love to sing. I felt relieved to sing because I hadn't sung in quite a while. Lastly, I think that singing is very fun and helpful.

Singing makes me happy because whenever I'm done singing a song it makes me smile. We'll be so off key. Ever since I was a little girl I would occasionally ask my dad to sing to me and ever since then I've always been passionate about singing. So we did a rematch and she won that rematch. And start goofing around",0
". They won't have time to join sport team. Imagine school day extend two hours every day. Finly school day shouldn't be extend two hours so the student can have a normal live . Also most of the student will not be abole to speand much time with their family. And they can't join any club activity. They won't be abole to orgniz their time in live. Most of the student will hate to be in school for extra two hours. Alot of student won't be abole to have time for their own live. Also they won't be abole to do anything after school or to practice for the sport they like.

Student will be tierd and don't want to go to school. Or anything they like to do after school.

Student will not be abole to live in a normal live and be abole to do any type of sport. They will be tierd and sleepy during the school day.

Alot of student won't be abole to have normal life to live. Or to do anything they are intrsting in it after school. Student will be stress and tierd to do anything after school. If school extend two hours student will not have time for anything els after school. School day should not extend two hours. And some of them will not attend school every day. Student will not be abole to have normal life.

If school extend two hours student can not be abole to do any thing els. Student will be tierd of school and they will hate it",0
"then people would want to come to this school because we could bring our phones to school . I also think u should let u bring our phones to school cause it would make the school better. I think that you should let us bring our phones to school cause what if there is a emergency at our house or with our families and we don't know about it or our parents need to tell us that we cant stay after school because we have to go pick up our little brother or sister. then u could use it as a punishment instead of having to think of something else you could just say you cant use you're phone for 2 weeks. these are some of the reasons that think you should let us bring our phone to school hopefully you

consider what i have wrote for you.      ",0
"sol

3/21/2019

""Commit a career at a young age gives time for students to approach their goals and advance towards the future""

During High School, many Juniors and Seniors are already preparing themselves for college, taking classes that would give them credit and would benefit them as they go, also there are some classes that would provide students lots of experiences, these experiences prepared students in a way for them to see how much effort they must put to approach their goal.

The Board of Teachers in a private school have said that, ""The more early a student starts their way to a career, the less struggle is for them to accomplish it"", because at their young age they have more time, less worries and not that much of responsibility, as a person gets older the more problems and responsibilities come to them, Although students also have many struggles in school, their house etc, is more less then an adult, That is why teachers think that is better for a student to commit a career at a young age because they are less worried.

The percentage of students that commit a career at a young age is high, many of this students received a schoolarships others financial help, because of their behavior and their effort,The other half of this percentage of students have a well financial situation and there is no need for help or schoolarships, although there is a low percentage of students that prefer to work instead of going to college, because of their financial situation,However many students with low financial situation have succeed at their young age because of their effort to accomplish their dreams by working hard and knowing what they want to succeed in.

Commiting a career at a young age could be difficult or it could be simple, there is more students that had said that is a great idea, because your mind at a young age is envolving in everything that surrounds the student, such as important information that would benefit him, as i said, the brain has more potencial to store as much information as it can, because the student is young and is focus on its goals and there is no problems or thoughts that could disstract the student.

Other students had said that is a bad idea in a way of making the biggest decisition, which is choosing what career you want to accomplish, because at that age they do not actually know what they really want.

Parents and the societies have a big influence when students are choosing which path to go, some parents wants their kids to follow their steps, so they encorage their kids to take courses that would help them as they go, parents would always want the best for their kids more when its about their future.

Accomplishing a career at a young age brings many benefits, one of them is that the person not longer have to be thinking about it, takes a big weight off their shoulders, also the person would have more time for the family and especially the person would have many opportunities to find a job, because that person is young and lots of doors would be open for them.

As we see commiting a career at a young age has many advantanges the biggest one is that, the students approach their goals and advance towards their great future.. Generic_Name

Pd",0
"For example, every person in the group give opinions. Working alone is fine because we don't get headaches from classmates; however, working in in groups is better because we get extra help from classmates. There will be more help and each person will do a little work what means that we will finish faster because it will take us less time doing the assignment than do it alone. It will take less time because we will get more support and all the work don't will be completed just by one person. Each person has their own part to do and we finish it faster than do it alone. Working in groups is better because we will have more contribution from classamtes.

Second, working in groups is better because we get more opinions. We get more ideas if we are more than only one person. Working in groups is better because we get more ideas.

Finally, working in group is better because the assignment will take less time to be completed. We don't have to think everything about the assignment because we will have thinking help. . Working in groups is better because we get extra help from classmates, we get more opinions, and it takes less time doing the assignment.

First, working in groups is better because we get extra help from classmates. Wednesday 03, 20, 2019

Generic_Name

Working in Groups or Alone

In school sometimes we work in groups and sometimes we work alone. Working in groups is better because the assignment will take less time to be completed.

In conclusion, working in groups is better because we divide the work with our classmates, we don't have to think everything about the assignment because we will have thinking help, and the assignment will take less time to be completed. For example, we divide the assignment with our classmates. Working in groups is a gift",0
And the older students can the younger students and they can show them which room they have to go. And its better this way beacuse the older students knows more things about the school then the younger students do. I think this pogram should be in every school beacuse this could help the younger students to learn more about the school. And the younger students gonna learn from the older students and this pogram can help the younger students get their grades up beacuse older students can help them do they work and get their grades up. And if this was not a thing students will be all sad and fustrated beacuse they will be all lost beacuse they new to the school and wont have no one to help them. This will make the students feel about their seld beacuse they were helping other younger students. Now the srudents feel more comfortable beacuse they got helped from the other students from the other students so now the younger students feel way happier beacuse they know where to go. And this could help the younger students learn more about the school. So this a reason of why every older students should help new kids at the school or any younger students. The younger students going to be really sad beacuse they wouldnt know what to do and what class they have to go,0
"Students can also be out of trouble in social media by poser. Students makes you do it to other people is like your adopting it from them and it makes you think that it's ok to do bad stuff like bullying or trash talking to other students. Students can be a doctor when they grow up and they can also be teacher or coach. Like other students they show you bad influence. Sharing your interest to others makes other people people share what their interest. Students can have better life, they can buy a big house and a nice car. Students can also get away from being a bully. Students can also find their new skills and talent by participating in any activities like sports or being a students council. posers use your name and picture in social media to get a lot of followers or to get someone in a relationship.

Secondly, students can socialize like meet new people of friends. students can also help their family.

Lastly, students should participate in extracurricular activity because it can help them get out of trouble, socialize, and have better future.

In conclusion students should participate in extracurricular activity because they can meet new people, get out of trouble and they can also get their resume to get better job and be successful in life.. Also sharing each others interest can lead you you guys to be a good friends.

Thirdly, students can have better future by getting their resume. Students should participate in extracurricular activity because it can help them find new friends and skills or talent moreover helps them out of trouble.

First and foremost, it can help students get out of trouble like getting into fight or getting detention. Moreover students can also share their interest in sports like playing soccer they can show you what part of that game their interested in. Resume help students get a good job in the future",0
"Also, going to Disney and trying games or riding any type of game is going to bring you enjoyment. Most zoo's can be a little boring, but you can find a way to have lots of fun. Most people like to spend time alone or with their family members. It will take you the stress that you have, and you will forget everything that you been going through. For example, if you watch Disney princesses, you can go and meet them in real life, and talk to them. Find a way to have some fun outdoors and all the things that keeps you stress are going get away in a second. For example, going to the Bahamas is a great place to go, looking at museums of what had happened in that place. I would prefer someone should go to and spend time with their family, or just to have fun such as going to the zoo, going to Disney or travel to a different state where you live.

The first reason, why someone should go and have fun is to go to the zoo. Most people like to spend time with their families outdoors such as going to community parks, state parks, and national parks. You can learn new things about animals and the history, and it can be interesting and fun at the same time. Have you ever wonder how many enjoyable activities are outside of the world? They're thousands of enjoyable activities outside the world. Not everyone likes to go outside to spend time with their family, or go to a place to have fun because they don't like to go outside that much, but most of the times you need to go and look around what's around the world. Also, going to the beach in the Bahamas is another way to have fun, the beach is going to relax you in a type of way that you will not imagine. In my opinion, the zoo is a great place and a great activity to have fun.

The second reason, why someone should go and have fun is to go to like a Disney park.

A large of number of people that I have known go to Disney to have fun with their family members. For example, at a Disney park you can go and try different games there, eat some different type of food that you haven't tried yet, and go and take picture of princesses that you really want to meet. . Have fun with all the people that you love and that is around you because spending time with them and going to parks with them is the best feeling that you ever will ever have. For example, at the zoo you can learn some interesting facts about every kind of animal that are you very interest in. The zoo can bring you lots of fun, and enjoyment such as taking pictures with the animals, giving the animals their food, and touching and giving love to the animals that are in the zoo. Exploring the world, or trying new things from a different state or country is a type of having fun, You can got to different parks, different beaches, and different restaurants where you can try different type of foods that you haven't even tried and that are the bets. Also, giving lots of love to the animals like talking to them or touching them is a way to be relax. In my opinion, Disney is the second best place to go and have fun by yourself or with the people that is around you.

The third reason, why someone should go and have fun is to go and travel to a different state, or country that they have never been to. In my opinion, going to different countries, or different states that you have never been is the third reason why it's a great idea to go and have lots of fun.

Many people like to have fun in different ways not just being outside. There's different types of way to have fun at different places not only going to the zoo, going to Disney a park, or going to a place that you have never been or explore what is it like to be in another country. Spending time in something that you really love is a great feeling that you will have experience in your life",0
"       . People should'n need an expert for their life important matters,they should'n be trusting other people you can create your own ideas, you never know at the end of the day how things can result you may need an expert you may not.

In my opinion having an expert for your lifematters is not the best idea, but for people that are old they may need a life important matter because they need other people to help then with their stuff, people should'n be trusting other people with their benefits or lifematters.

You may not know the person you never know how big of a deal can be at the end of the day they can take everything from you or they can be stilling your stuff without you knowing, i would rather manage my own life then being attach to somebody else.

being able to manage your own life make it easier for yourself, you can make your own ideas and decisions with out anyones consentiment, and you can achieve everything by doing it.

Having an expert for your lifematters is not neccesary for your life is just a waste of money by hiring or having one, you can depend from yourself or your family if you ever struggle on life.

Because people from those companies may treat you well and confortable, but you never know with what intentions they're donig it.

Not having a lifemattercan complicate your life style in some ways,your health is not secure you need to pay a lot of money for the hospitals but it aslo helps you how to live your life and teachs you how to manage your own buissnes and decisions, you can only depend on your self everybody should know their instincts; they should'n be scare to manage their own life at their own risk, you need to challenge your self of how live life with your own decisions.

In conclusion people should'n have life matters experts because, at the end of the day you never know how life can changes you ,so you need to live your life with your owns decisions and your own instincts, you need to create your ideas and achieve then with your consentiment and your own risk you need to be yourself with yourself and take care of your life style and your own buissnes",0
"Some school are offering distance learning ash an opportunity for a student attend classes from home by way of online or video conference. I think this would be a good idea because is offering a good opportunity for people that can not be able to attend the school during the morning for other occupation personal and give a chance to get the diploma .Also is good opportunity to the people the can not be able to attend classes because they work. But is amazing that can take one class online without attend to school that's a lot of benefit for people that don't work .Is offering a big opportunity to take the class at home and do not drive every day to the class in the school.

Being able to to attend classes by home online is a good opportunity because not all school is offering the chance to take classes by home online. Is good opportunity for the people that can not attend classes and miss school because they do not have transport to go school. and Also they don't have to find a transport to go to the school every day they only have to join online and make the work.

Finally i think this opportunity is huge benefit for the people the don't have the chance to go the school and for those students that need to graduated because they have to do a lot of think but want to get his diploma this can be the best opportunity for those people that want to be some one in his future some people have to work hard every day and they don't have good opportunity to finish they high school but in this school they offering a huge benefit that give to us a opportunity to take classes online that's going to be for me the best opportunity the i never seen before in schools .. for instance The students would be better doing the class online because when they go to school they get a lot of distracted and not put attention to the teacher when they talk .But online no body is making noise by your side and interruption to you that's helping to you a lot .Is good benefit to can graduated and doing all the think well online at home.

Some student can be more benefit because they have to work and be able to do online is good opportunity to all students can finish the school. Taking classes online can improve the student and offering the opportunity to graduate without attend the schools and miss classes for not reason. For example they can finish extra work after they work a long they and be able the pass the grade doing all the step at home without go the school and miss the class offering the opportunity to do online without going anywhere just by doing online can be more benefit because can not be more stressing like in the school when you have to do a lot of work do not get the correct time to do it ,but when with this opportunity can be the best option to can finish late and extra work. But with the opportunity doing online student can make the class and not skip school and class for not reason.

Student can learn more with this benefit doing online because they can no get distracted by his friend of the side and can get more focus in the class online. This would be more benefit because some student skip classes when they go to school so they are losing his grades",0
